order_id,order_date,promised_date,shipped_date,country,store_id,channel,sku_id,quantity,unit_price,status,cancellation_reason
ORD005562,2024-02-20,2024-02-23,2024-02-20,Indonesia,ID02,Ecom,SKU0007,1,1899,Shipped,
ORD005563,2024-05-24,2024-05-26,2024-05-26,Thailand,TH02,Ecom,SKU0064,2,3999,Shipped,
ORD005564,2024-08-27,2024-08-31,2024-08-28,Vietnam,VN02,Ecom,SKU0036,3,6157,Shipped,
ORD005565,2024-09-15,2024-09-16,2024-09-16,Indonesia,ID02,Omni,SKU0095,1,632,Shipped,
ORD005566,2024-10-26,2024-10-29,2024-10-29,Malaysia,MY02,Boutique,SKU0017,1,2721,Shipped,
ORD005567,2024-12-18,2024-12-22,2024-12-21,Vietnam,VN02,Ecom,SKU0056,2,604,Shipped,
ORD005568,2024-05-13,2024-05-14,2024-05-13,Vietnam,VN02,Boutique,SKU0017,2,2721,Shipped,
ORD005569,2024-02-10,2024-02-12,2024-02-10,Malaysia,MY02,Ecom,SKU0078,3,1523,Shipped,
ORD005570,2024-03-08,2024-03-11,2024-03-09,Indonesia,ID01,Boutique,SKU0100,3,3175,Shipped,
ORD005571,2024-07-25,2024-07-27,2024-07-27,Thailand,TH01,Boutique,SKU0093,2,3242,Shipped,
ORD005572,2024-02-28,2024-02-29,2024-02-29,Indonesia,ID01,Omni,SKU0038,1,717,Shipped,
ORD005573,2024-05-30,2024-05-31,2024-06-03,Vietnam,VN02,Boutique,SKU0021,1,1349,Shipped,
ORD005574,2024-12-21,2024-12-23,2024-12-22,Thailand,TH01,Boutique,SKU0091,3,1033,Shipped,
ORD005575,2024-02-18,2024-02-19,2024-02-19,Indonesia,ID01,Boutique,SKU0055,1,6320,Shipped,
ORD005576,2024-09-21,2024-09-22,2024-09-21,Vietnam,VN01,Boutique,SKU0048,1,1643,Shipped,
ORD005577,2024-12-05,2024-12-06,2024-12-10,Vietnam,VN01,Ecom,SKU0083,2,805,Shipped,
ORD005578,2024-01-05,2024-01-06,2024-01-05,Singapore,SG01,Ecom,SKU0076,1,1328,Shipped,
ORD005579,2024-05-26,2024-05-28,2024-05-27,Singapore,SG01,Ecom,SKU0049,2,2144,Shipped,
ORD005580,2024-12-15,2024-12-17,2024-12-18,Malaysia,MY02,Boutique,SKU0019,1,3269,Shipped,
ORD005581,2024-10-29,2024-10-31,2024-10-31,Indonesia,ID02,Boutique,SKU0081,1,1720,Shipped,
ORD005582,2024-02-21,2024-02-22,2024-02-23,Thailand,TH01,Boutique,SKU0018,2,6218,Shipped,
ORD005583,2024-09-10,2024-09-13,2024-09-11,Singapore,SG02,Boutique,SKU0077,2,3890,Shipped,
ORD005584,2024-04-25,2024-04-27,2024-04-25,Indonesia,ID02,Ecom,SKU0026,1,500,Shipped,
ORD005585,2024-08-29,2024-08-31,2024-08-31,Thailand,TH02,Boutique,SKU0084,1,2027,Shipped,
ORD005586,2024-02-10,2024-02-11,2024-02-12,Thailand,TH02,Ecom,SKU0085,2,1663,Shipped,
ORD005587,2024-11-01,2024-11-02,2024-11-03,Singapore,SG02,Boutique,SKU0003,3,5787,Shipped,
ORD005588,2024-01-03,2024-01-05,,Thailand,TH01,Boutique,SKU0015,1,620,Cancelled,Customer cancellation
ORD005589,2024-05-27,2024-05-29,2024-05-28,Singapore,SG01,Omni,SKU0019,1,3269,Shipped,
ORD005590,2024-07-23,2024-07-25,2024-07-24,Vietnam,VN01,Boutique,SKU0018,2,6218,Shipped,
ORD005591,2024-09-11,2024-09-14,2024-09-12,Malaysia,MY02,Boutique,SKU0073,3,2618,Shipped,
ORD005592,2024-01-17,2024-01-19,2024-01-18,Vietnam,VN02,Boutique,SKU0078,1,1523,Shipped,
ORD005593,2024-11-14,2024-11-16,2024-11-18,Malaysia,MY01,Omni,SKU0057,1,5270,Shipped,
ORD005594,2024-03-28,2024-03-30,2024-03-28,Singapore,SG02,Boutique,SKU0059,1,1074,Shipped,
ORD005595,2024-10-12,2024-10-15,2024-10-15,Indonesia,ID02,Boutique,SKU0082,1,6080,Shipped,
ORD005596,2024-11-29,2024-12-01,2024-12-01,Indonesia,ID01,Boutique,SKU0090,2,3367,Shipped,
ORD005597,2024-01-04,2024-01-06,2024-01-04,Vietnam,VN02,Ecom,SKU0026,2,500,Shipped,
ORD005598,2024-12-19,2024-12-20,2024-12-22,Singapore,SG02,Ecom,SKU0088,1,1982,Shipped,
ORD005599,2024-11-05,2024-11-07,2024-11-06,Thailand,TH02,Ecom,SKU0069,2,840,Shipped,
ORD005600,2024-03-14,2024-03-16,2024-03-16,Malaysia,MY02,Boutique,SKU0047,2,3621,Shipped,
ORD005601,2024-02-04,2024-02-06,2024-02-06,Singapore,SG02,Boutique,SKU0021,2,1349,Shipped,
ORD005602,2024-05-03,2024-05-04,2024-05-05,Singapore,SG01,Boutique,SKU0052,2,3221,Shipped,
ORD005603,2024-10-02,2024-10-04,2024-10-04,Thailand,TH02,Boutique,SKU0059,1,1074,Shipped,
ORD005604,2024-03-26,2024-03-28,2024-03-27,Thailand,TH02,Boutique,SKU0081,2,1720,Shipped,
ORD005605,2024-11-23,2024-11-25,2024-11-25,Thailand,TH02,Boutique,SKU0089,3,3280,Shipped,
ORD005606,2024-11-23,2024-11-24,2024-11-23,Thailand,TH02,Boutique,SKU0084,3,2027,Shipped,
ORD005607,2024-09-26,2024-09-28,2024-09-29,Singapore,SG01,Boutique,SKU0027,3,1066,Shipped,
ORD005608,2024-06-13,2024-06-15,2024-06-16,Malaysia,MY01,Boutique,SKU0010,1,4038,Shipped,
ORD005609,2024-01-20,2024-01-21,2024-01-21,Singapore,SG02,Boutique,SKU0009,3,3675,Shipped,
ORD005610,2024-10-18,2024-10-20,,Singapore,SG02,Ecom,SKU0036,3,6157,Cancelled,Address issue
ORD005611,2024-09-04,2024-09-05,2024-09-04,Indonesia,ID01,Ecom,SKU0073,1,2618,Shipped,
ORD005612,2024-04-05,2024-04-07,2024-04-07,Malaysia,MY02,Omni,SKU0033,2,1461,Shipped,
ORD005613,2024-09-06,2024-09-08,2024-09-07,Singapore,SG02,Boutique,SKU0099,2,2292,Shipped,
ORD005614,2024-04-02,2024-04-03,2024-04-03,Vietnam,VN02,Boutique,SKU0072,2,1375,Shipped,
ORD005615,2024-10-28,2024-10-29,2024-10-29,Vietnam,VN02,Ecom,SKU0013,2,2065,Shipped,
ORD005616,2024-06-04,2024-06-05,2024-06-07,Malaysia,MY02,Boutique,SKU0044,1,3020,Shipped,
ORD005617,2024-03-22,2024-03-24,2024-03-24,Vietnam,VN02,Omni,SKU0049,2,2144,Shipped,
ORD005618,2024-02-03,2024-02-04,2024-02-04,Malaysia,MY02,Boutique,SKU0035,3,3306,Shipped,
ORD005619,2024-02-03,2024-02-05,2024-02-05,Vietnam,VN02,Omni,SKU0008,2,3148,Shipped,
ORD005620,2024-09-02,2024-09-03,2024-09-04,Vietnam,VN01,Omni,SKU0089,2,3280,Shipped,
ORD005621,2024-08-22,2024-08-23,2024-08-22,Indonesia,ID02,Ecom,SKU0030,1,1890,Shipped,
ORD005622,2024-04-27,2024-04-28,2024-04-29,Indonesia,ID01,Boutique,SKU0009,3,3675,Shipped,
ORD005623,2024-09-25,2024-09-26,2024-09-26,Malaysia,MY01,Boutique,SKU0079,1,1560,Shipped,
ORD005624,2024-04-04,2024-04-05,2024-04-06,Malaysia,MY01,Boutique,SKU0026,2,500,Shipped,
ORD005625,2024-01-02,2024-01-04,2024-01-04,Singapore,SG01,Ecom,SKU0020,2,3985,Shipped,
ORD005626,2024-10-25,2024-10-27,,Singapore,SG02,Boutique,SKU0089,1,3280,Cancelled,Customer cancellation
ORD005627,2024-09-22,2024-09-24,2024-09-26,Singapore,SG01,Boutique,SKU0012,2,2938,Shipped,
ORD005628,2024-06-19,2024-06-21,2024-06-19,Vietnam,VN02,Omni,SKU0085,1,1663,Shipped,
ORD005629,2024-02-09,2024-02-10,2024-02-09,Thailand,TH01,Ecom,SKU0016,1,1383,Shipped,
ORD005630,2024-07-29,2024-07-30,2024-07-29,Thailand,TH02,Boutique,SKU0053,2,1846,Shipped,
ORD005631,2024-10-06,2024-10-08,2024-10-06,Indonesia,ID01,Ecom,SKU0077,2,3890,Shipped,
ORD005632,2024-10-15,2024-10-18,2024-10-17,Vietnam,VN02,Ecom,SKU0038,1,717,Shipped,
ORD005633,2024-11-12,2024-11-14,,Indonesia,ID01,Omni,SKU0057,1,5270,Cancelled,Customer cancellation
ORD005634,2024-09-13,2024-09-15,2024-09-13,Indonesia,ID01,Boutique,SKU0042,1,3121,Shipped,
ORD005635,2024-07-04,2024-07-08,2024-07-05,Malaysia,MY01,Omni,SKU0090,2,3367,Shipped,
ORD005636,2024-05-02,2024-05-03,2024-05-04,Indonesia,ID02,Boutique,SKU0090,1,3367,Shipped,
ORD005637,2024-01-02,2024-01-04,2024-01-03,Thailand,TH02,Boutique,SKU0033,2,1461,Shipped,
ORD005638,2024-06-27,2024-06-28,2024-06-28,Singapore,SG02,Omni,SKU0049,1,2144,Shipped,
ORD005639,2024-01-21,2024-01-24,2024-01-24,Vietnam,VN02,Boutique,SKU0054,1,1106,Shipped,
ORD005640,2024-01-08,2024-01-10,2024-01-10,Vietnam,VN02,Boutique,SKU0003,1,5787,Shipped,
ORD005641,2024-05-17,2024-05-18,,Vietnam,VN01,Ecom,SKU0011,1,1471,Cancelled,Address issue
ORD005642,2024-01-14,2024-01-16,2024-01-15,Indonesia,ID01,Boutique,SKU0068,1,2033,Shipped,
ORD005643,2024-02-27,2024-03-02,2024-02-29,Thailand,TH02,Omni,SKU0039,2,1305,Shipped,
ORD005644,2024-02-03,2024-02-05,2024-02-06,Malaysia,MY02,Boutique,SKU0067,2,4695,Shipped,
ORD005645,2024-11-07,2024-11-10,2024-11-08,Singapore,SG01,Ecom,SKU0028,3,1606,Shipped,
ORD005646,2024-01-02,2024-01-03,2024-01-04,Malaysia,MY02,Boutique,SKU0081,1,1720,Shipped,
ORD005647,2024-07-11,2024-07-14,2024-07-13,Singapore,SG01,Boutique,SKU0009,1,3675,Shipped,
ORD005648,2024-01-13,2024-01-15,2024-01-14,Malaysia,MY01,Boutique,SKU0096,1,5485,Shipped,
ORD005649,2024-12-10,2024-12-12,2024-12-11,Vietnam,VN01,Ecom,SKU0084,1,2027,Shipped,
ORD005650,2024-01-29,2024-01-31,2024-01-29,Thailand,TH01,Boutique,SKU0031,1,5332,Shipped,
ORD005651,2024-05-28,2024-05-30,2024-05-28,Indonesia,ID02,Ecom,SKU0072,1,1375,Shipped,
ORD005652,2024-05-02,2024-05-04,2024-05-02,Indonesia,ID02,Boutique,SKU0032,3,3080,Shipped,
ORD005653,2024-07-25,2024-07-26,2024-07-29,Thailand,TH02,Boutique,SKU0032,1,3080,Shipped,
ORD005654,2024-04-04,2024-04-08,2024-04-05,Malaysia,MY01,Boutique,SKU0096,2,5485,Shipped,
ORD005655,2024-01-13,2024-01-14,,Vietnam,VN01,Boutique,SKU0020,1,3985,Cancelled,No stock
ORD005656,2024-12-31,2025-01-02,2025-01-03,Thailand,TH02,Ecom,SKU0024,3,2435,Shipped,
ORD005657,2024-07-04,2024-07-06,2024-07-04,Malaysia,MY01,Boutique,SKU0024,2,2435,Shipped,
ORD005658,2024-11-03,2024-11-06,2024-11-05,Malaysia,MY01,Boutique,SKU0004,2,3457,Shipped,
ORD005659,2024-12-31,2025-01-01,2025-01-01,Thailand,TH02,Boutique,SKU0071,1,1251,Shipped,
ORD005660,2024-05-01,2024-05-02,2024-05-02,Singapore,SG01,Omni,SKU0092,1,4344,Shipped,
ORD005661,2024-07-19,2024-07-20,2024-07-21,Singapore,SG01,Boutique,SKU0036,3,6157,Shipped,
ORD005662,2024-01-11,2024-01-13,2024-01-14,Singapore,SG01,Omni,SKU0075,2,2222,Shipped,
ORD005663,2024-04-17,2024-04-18,2024-04-20,Singapore,SG01,Ecom,SKU0008,2,3148,Shipped,
ORD005664,2024-03-18,2024-03-19,2024-03-22,Vietnam,VN01,Ecom,SKU0029,1,2091,Shipped,
ORD005665,2024-05-27,2024-05-28,2024-05-29,Thailand,TH01,Boutique,SKU0092,1,4344,Shipped,
ORD005666,2024-07-22,2024-07-24,2024-07-25,Vietnam,VN01,Ecom,SKU0039,3,1305,Shipped,
ORD005667,2024-06-02,2024-06-06,2024-06-03,Singapore,SG02,Boutique,SKU0049,1,2144,Shipped,
ORD005668,2024-06-24,2024-06-26,2024-06-28,Malaysia,MY01,Ecom,SKU0063,1,2798,Shipped,
ORD005669,2024-06-14,2024-06-15,,Singapore,SG01,Ecom,SKU0065,3,1938,Cancelled,Payment failure
ORD005670,2024-01-02,2024-01-04,2024-01-03,Indonesia,ID01,Boutique,SKU0055,1,6320,Shipped,
ORD005671,2024-09-22,2024-09-23,2024-09-25,Thailand,TH02,Boutique,SKU0070,1,1946,Shipped,
ORD005672,2024-07-04,2024-07-05,2024-07-08,Singapore,SG01,Boutique,SKU0083,1,805,Shipped,
ORD005673,2024-11-13,2024-11-17,2024-11-14,Vietnam,VN02,Boutique,SKU0018,3,6218,Shipped,
ORD005674,2024-07-11,2024-07-12,2024-07-13,Vietnam,VN02,Boutique,SKU0068,1,2033,Shipped,
ORD005675,2024-09-18,2024-09-19,2024-09-21,Malaysia,MY02,Omni,SKU0098,2,3399,Shipped,
ORD005676,2024-01-23,2024-01-24,2024-01-24,Singapore,SG02,Boutique,SKU0028,1,1606,Shipped,
ORD005677,2024-04-22,2024-04-23,2024-04-23,Vietnam,VN01,Boutique,SKU0076,2,1328,Shipped,
ORD005678,2024-08-13,2024-08-15,2024-08-16,Malaysia,MY01,Boutique,SKU0085,1,1663,Shipped,
ORD005679,2024-07-24,2024-07-27,2024-07-26,Vietnam,VN01,Boutique,SKU0021,2,1349,Shipped,
ORD005680,2024-11-15,2024-11-16,2024-11-15,Thailand,TH02,Omni,SKU0089,3,3280,Shipped,
ORD005681,2024-06-08,2024-06-09,2024-06-10,Thailand,TH01,Boutique,SKU0068,2,2033,Shipped,
ORD005682,2024-06-21,2024-06-23,2024-06-24,Thailand,TH01,Boutique,SKU0058,2,1705,Shipped,
ORD005683,2024-02-19,2024-02-21,2024-02-22,Thailand,TH02,Boutique,SKU0066,1,2912,Shipped,
ORD005684,2024-08-11,2024-08-13,,Malaysia,MY02,Ecom,SKU0043,2,1125,Cancelled,Payment failure
ORD005685,2024-04-12,2024-04-13,,Singapore,SG02,Boutique,SKU0043,1,1125,Cancelled,No stock
ORD005686,2024-10-23,2024-10-24,2024-10-26,Singapore,SG01,Boutique,SKU0094,3,1092,Shipped,
ORD005687,2024-10-20,2024-10-21,2024-10-22,Thailand,TH02,Ecom,SKU0014,1,2766,Shipped,
ORD005688,2024-09-06,2024-09-10,2024-09-09,Singapore,SG01,Omni,SKU0085,2,1663,Shipped,
ORD005689,2024-11-28,2024-11-29,2024-11-29,Vietnam,VN01,Ecom,SKU0078,2,1523,Shipped,
ORD005690,2024-05-29,2024-05-30,2024-05-30,Vietnam,VN02,Omni,SKU0048,3,1643,Shipped,
ORD005691,2024-03-20,2024-03-22,2024-03-21,Thailand,TH01,Boutique,SKU0029,3,2091,Shipped,
ORD005692,2024-01-29,2024-02-01,2024-01-30,Malaysia,MY01,Boutique,SKU0063,3,2798,Shipped,
ORD005693,2024-02-19,2024-02-21,,Indonesia,ID02,Boutique,SKU0018,1,6218,Cancelled,Customer cancellation
ORD005694,2024-08-17,2024-08-19,2024-08-18,Malaysia,MY01,Boutique,SKU0006,1,1521,Shipped,
ORD005695,2024-04-12,2024-04-13,2024-04-13,Vietnam,VN02,Omni,SKU0006,1,1521,Shipped,
ORD005696,2024-09-22,2024-09-23,2024-09-24,Vietnam,VN01,Boutique,SKU0070,2,1946,Shipped,
ORD005697,2024-10-13,2024-10-14,2024-10-14,Vietnam,VN01,Boutique,SKU0058,2,1705,Shipped,
ORD005698,2024-04-16,2024-04-19,,Thailand,TH01,Boutique,SKU0078,3,1523,Cancelled,Customer cancellation
ORD005699,2024-08-18,2024-08-19,2024-08-20,Singapore,SG02,Ecom,SKU0069,1,840,Shipped,
ORD005700,2024-08-07,2024-08-11,2024-08-09,Indonesia,ID01,Boutique,SKU0048,2,1643,Shipped,
ORD005701,2024-04-17,2024-04-18,2024-04-17,Singapore,SG01,Boutique,SKU0052,2,3221,Shipped,
ORD005702,2024-09-13,2024-09-15,2024-09-16,Malaysia,MY02,Ecom,SKU0094,1,1092,Shipped,
ORD005703,2024-01-22,2024-01-23,2024-01-23,Indonesia,ID01,Boutique,SKU0005,3,3133,Shipped,
ORD005704,2024-04-26,2024-04-27,,Thailand,TH02,Boutique,SKU0066,2,2912,Cancelled,Customer cancellation
ORD005705,2024-05-14,2024-05-16,2024-05-15,Indonesia,ID02,Boutique,SKU0006,1,1521,Shipped,
ORD005706,2024-10-06,2024-10-10,2024-10-10,Malaysia,MY02,Boutique,SKU0026,1,500,Shipped,
ORD005707,2024-02-18,2024-02-21,2024-02-20,Malaysia,MY02,Boutique,SKU0030,3,1890,Shipped,
ORD005708,2024-02-03,2024-02-06,2024-02-04,Thailand,TH01,Boutique,SKU0046,1,4751,Shipped,
ORD005709,2024-12-29,2024-12-31,2024-12-31,Thailand,TH01,Boutique,SKU0033,2,1461,Shipped,
ORD005710,2024-08-18,2024-08-22,,Vietnam,VN02,Boutique,SKU0006,1,1521,Cancelled,Customer cancellation
ORD005711,2024-01-09,2024-01-10,2024-01-11,Singapore,SG02,Boutique,SKU0003,2,5787,Shipped,
ORD005712,2024-02-12,2024-02-14,2024-02-13,Singapore,SG01,Boutique,SKU0041,2,1218,Shipped,
ORD005713,2024-11-10,2024-11-11,2024-11-12,Vietnam,VN02,Boutique,SKU0071,3,1251,Shipped,
ORD005714,2024-09-30,2024-10-02,2024-10-01,Indonesia,ID02,Boutique,SKU0006,1,1521,Shipped,
ORD005715,2024-10-20,2024-10-22,2024-10-22,Singapore,SG02,Omni,SKU0030,3,1890,Shipped,
ORD005716,2024-06-16,2024-06-18,2024-06-16,Indonesia,ID01,Omni,SKU0051,2,5193,Shipped,
ORD005717,2024-11-14,2024-11-17,2024-11-15,Vietnam,VN01,Ecom,SKU0054,1,1106,Shipped,
ORD005718,2024-06-29,2024-06-30,2024-07-02,Singapore,SG02,Boutique,SKU0067,2,4695,Shipped,
ORD005719,2024-04-28,2024-04-29,2024-04-30,Thailand,TH02,Ecom,SKU0090,2,3367,Shipped,
ORD005720,2024-03-27,2024-03-31,2024-03-30,Thailand,TH01,Boutique,SKU0012,2,2938,Shipped,
ORD005721,2024-05-30,2024-06-01,2024-06-01,Malaysia,MY02,Omni,SKU0089,2,3280,Shipped,
ORD005722,2024-04-03,2024-04-04,2024-04-05,Thailand,TH01,Ecom,SKU0020,1,3985,Shipped,
ORD005723,2024-01-09,2024-01-12,2024-01-11,Malaysia,MY01,Omni,SKU0026,3,500,Shipped,
ORD005724,2024-09-19,2024-09-23,2024-09-22,Thailand,TH02,Boutique,SKU0016,1,1383,Shipped,
ORD005725,2024-08-06,2024-08-07,2024-08-11,Malaysia,MY01,Boutique,SKU0100,3,3175,Shipped,
ORD005726,2024-03-04,2024-03-05,2024-03-07,Singapore,SG01,Ecom,SKU0040,2,1562,Shipped,
ORD005727,2024-03-15,2024-03-18,2024-03-16,Vietnam,VN02,Boutique,SKU0001,3,1505,Shipped,
ORD005728,2024-04-30,2024-05-01,2024-05-02,Thailand,TH02,Boutique,SKU0080,2,1341,Shipped,
ORD005729,2024-01-30,2024-01-31,2024-02-01,Thailand,TH01,Ecom,SKU0052,1,3221,Shipped,
ORD005730,2024-07-12,2024-07-13,2024-07-12,Thailand,TH02,Boutique,SKU0043,2,1125,Shipped,
ORD005731,2024-03-13,2024-03-15,2024-03-15,Vietnam,VN01,Ecom,SKU0009,2,3675,Shipped,
ORD005732,2024-02-14,2024-02-16,2024-02-14,Malaysia,MY01,Boutique,SKU0069,3,840,Shipped,
ORD005733,2024-04-09,2024-04-11,2024-04-10,Thailand,TH02,Omni,SKU0083,3,805,Shipped,
ORD005734,2024-01-24,2024-01-26,2024-01-26,Malaysia,MY02,Boutique,SKU0031,2,5332,Shipped,
ORD005735,2024-08-16,2024-08-17,2024-08-18,Vietnam,VN02,Boutique,SKU0048,3,1643,Shipped,
ORD005736,2024-11-18,2024-11-20,2024-11-19,Malaysia,MY02,Boutique,SKU0014,1,2766,Shipped,
ORD005737,2024-09-22,2024-09-25,2024-09-24,Indonesia,ID02,Boutique,SKU0071,1,1251,Shipped,
ORD005738,2024-08-30,2024-09-01,,Thailand,TH02,Omni,SKU0069,2,840,Cancelled,Payment failure
ORD005739,2024-09-25,2024-09-26,2024-09-25,Vietnam,VN01,Boutique,SKU0056,2,604,Shipped,
ORD005740,2024-12-21,2024-12-22,2024-12-22,Indonesia,ID02,Boutique,SKU0028,2,1606,Shipped,
ORD005741,2024-09-05,2024-09-09,2024-09-10,Malaysia,MY02,Boutique,SKU0088,1,1982,Shipped,
ORD005742,2024-08-17,2024-08-18,2024-08-20,Thailand,TH01,Boutique,SKU0046,1,4751,Shipped,
ORD005743,2024-08-30,2024-09-01,2024-08-30,Indonesia,ID01,Ecom,SKU0093,1,3242,Shipped,
ORD005744,2024-09-18,2024-09-19,2024-09-19,Malaysia,MY01,Omni,SKU0088,3,1982,Shipped,
ORD005745,2024-12-11,2024-12-13,2024-12-11,Indonesia,ID01,Omni,SKU0004,2,3457,Shipped,
ORD005746,2024-07-13,2024-07-15,2024-07-15,Vietnam,VN01,Boutique,SKU0045,1,1601,Shipped,
ORD005747,2024-04-22,2024-04-24,2024-04-22,Vietnam,VN02,Ecom,SKU0032,1,3080,Shipped,
ORD005748,2024-04-01,2024-04-02,2024-04-03,Vietnam,VN01,Boutique,SKU0098,1,3399,Shipped,
ORD005749,2024-10-19,2024-10-22,2024-10-21,Malaysia,MY01,Boutique,SKU0057,1,5270,Shipped,
ORD005750,2024-03-12,2024-03-13,2024-03-14,Malaysia,MY02,Boutique,SKU0089,1,3280,Shipped,
ORD005751,2024-05-26,2024-05-28,2024-05-28,Indonesia,ID01,Omni,SKU0084,2,2027,Shipped,
ORD005752,2024-12-04,2024-12-07,2024-12-06,Vietnam,VN02,Ecom,SKU0067,2,4695,Shipped,
ORD005753,2024-08-03,2024-08-05,2024-08-05,Vietnam,VN01,Boutique,SKU0024,2,2435,Shipped,
ORD005754,2024-11-12,2024-11-13,,Thailand,TH01,Boutique,SKU0032,2,3080,Cancelled,Address issue
ORD005755,2024-08-21,2024-08-23,2024-08-25,Thailand,TH02,Boutique,SKU0097,1,3861,Shipped,
ORD005756,2024-11-11,2024-11-14,2024-11-15,Singapore,SG02,Boutique,SKU0028,1,1606,Shipped,
ORD005757,2024-02-12,2024-02-14,2024-02-15,Indonesia,ID01,Boutique,SKU0070,1,1946,Shipped,
ORD005758,2024-06-25,2024-06-27,2024-06-28,Singapore,SG01,Ecom,SKU0001,3,1505,Shipped,
ORD005759,2024-10-30,2024-10-31,2024-10-31,Vietnam,VN01,Ecom,SKU0081,1,1720,Shipped,
ORD005760,2024-09-05,2024-09-07,2024-09-08,Vietnam,VN01,Boutique,SKU0075,1,2222,Shipped,
ORD005761,2024-03-05,2024-03-06,2024-03-10,Indonesia,ID02,Boutique,SKU0068,3,2033,Shipped,
ORD005762,2024-08-21,2024-08-23,,Vietnam,VN02,Boutique,SKU0007,1,1899,Cancelled,Payment failure
ORD005763,2024-08-22,2024-08-23,2024-08-25,Vietnam,VN01,Ecom,SKU0008,2,3148,Shipped,
ORD005764,2024-06-06,2024-06-08,2024-06-10,Indonesia,ID02,Boutique,SKU0036,3,6157,Shipped,
ORD005765,2024-08-18,2024-08-19,2024-08-21,Malaysia,MY01,Boutique,SKU0029,1,2091,Shipped,
ORD005766,2024-03-22,2024-03-24,2024-03-22,Vietnam,VN02,Boutique,SKU0098,1,3399,Shipped,
ORD005767,2024-03-26,2024-03-27,,Indonesia,ID01,Boutique,SKU0035,1,3306,Cancelled,No stock
ORD005768,2024-05-22,2024-05-25,2024-05-22,Singapore,SG01,Boutique,SKU0013,1,2065,Shipped,
ORD005769,2024-05-14,2024-05-15,2024-05-15,Vietnam,VN02,Ecom,SKU0027,2,1066,Shipped,
ORD005770,2024-11-17,2024-11-20,2024-11-17,Vietnam,VN02,Boutique,SKU0080,2,1341,Shipped,
ORD005771,2024-12-28,2024-12-30,2025-01-02,Thailand,TH01,Omni,SKU0049,1,2144,Shipped,
ORD005772,2024-02-11,2024-02-12,2024-02-11,Thailand,TH02,Omni,SKU0074,1,669,Shipped,
ORD005773,2024-11-26,2024-11-27,2024-11-27,Indonesia,ID01,Boutique,SKU0072,2,1375,Shipped,
ORD005774,2024-07-31,2024-08-01,2024-08-02,Vietnam,VN01,Boutique,SKU0100,2,3175,Shipped,
ORD005775,2024-11-12,2024-11-14,2024-11-13,Indonesia,ID02,Boutique,SKU0094,1,1092,Shipped,
ORD005776,2024-07-20,2024-07-21,2024-07-23,Malaysia,MY01,Boutique,SKU0077,2,3890,Shipped,
ORD005777,2024-07-09,2024-07-10,2024-07-11,Thailand,TH01,Boutique,SKU0092,2,4344,Shipped,
ORD005778,2024-02-13,2024-02-14,2024-02-14,Vietnam,VN02,Boutique,SKU0060,1,734,Shipped,
ORD005779,2024-06-18,2024-06-19,2024-06-20,Malaysia,MY01,Boutique,SKU0003,2,5787,Shipped,
ORD005780,2024-06-01,2024-06-05,2024-06-06,Malaysia,MY01,Ecom,SKU0072,2,1375,Shipped,
ORD005781,2024-06-26,2024-06-28,2024-06-29,Thailand,TH02,Boutique,SKU0057,2,5270,Shipped,
ORD005782,2024-03-17,2024-03-18,2024-03-19,Singapore,SG01,Boutique,SKU0012,3,2938,Shipped,
ORD005783,2024-08-13,2024-08-16,2024-08-15,Malaysia,MY02,Boutique,SKU0015,3,620,Shipped,
ORD005784,2024-09-16,2024-09-18,2024-09-19,Malaysia,MY01,Boutique,SKU0024,1,2435,Shipped,
ORD005785,2024-02-03,2024-02-05,2024-02-04,Indonesia,ID02,Omni,SKU0013,1,2065,Shipped,
ORD005786,2024-10-03,2024-10-04,2024-10-04,Vietnam,VN02,Boutique,SKU0081,2,1720,Shipped,
ORD005787,2024-01-05,2024-01-08,,Vietnam,VN01,Ecom,SKU0088,3,1982,Cancelled,Payment failure
ORD005788,2024-01-30,2024-02-01,2024-01-31,Thailand,TH02,Boutique,SKU0052,1,3221,Shipped,
ORD005789,2024-04-14,2024-04-16,2024-04-15,Indonesia,ID02,Boutique,SKU0047,2,3621,Shipped,
ORD005790,2024-04-10,2024-04-11,2024-04-10,Malaysia,MY02,Ecom,SKU0066,2,2912,Shipped,
ORD005791,2024-12-23,2024-12-25,2024-12-24,Indonesia,ID01,Ecom,SKU0050,1,1317,Shipped,
ORD005792,2024-05-13,2024-05-15,2024-05-16,Malaysia,MY02,Boutique,SKU0099,2,2292,Shipped,
ORD005793,2024-04-19,2024-04-23,2024-04-23,Vietnam,VN02,Boutique,SKU0024,1,2435,Shipped,
ORD005794,2024-06-09,2024-06-10,2024-06-12,Thailand,TH01,Boutique,SKU0022,2,1868,Shipped,
ORD005795,2024-06-11,2024-06-14,2024-06-13,Singapore,SG02,Omni,SKU0097,1,3861,Shipped,
ORD005796,2024-03-10,2024-03-13,2024-03-10,Singapore,SG01,Ecom,SKU0087,1,1775,Shipped,
ORD005797,2024-09-21,2024-09-24,2024-09-23,Vietnam,VN01,Ecom,SKU0023,1,5902,Shipped,
ORD005798,2024-06-22,2024-06-24,2024-06-23,Indonesia,ID01,Ecom,SKU0001,3,1505,Shipped,
ORD005799,2024-02-02,2024-02-03,2024-02-03,Malaysia,MY01,Ecom,SKU0094,1,1092,Shipped,
